vehicle_id,service_date,season,ambient_temp,vehicle_age,mileage,missed_services,service_type,failure_occurred,failure_type,failure_severity,parts_replaced,service_cost
V1,2021-11-01,Autumn,28.6,13,227385,0,Corrective,1,Tire Wear,Low,Tire,48.2
V1,2022-05-14,Spring,24.8,14,236115,0,Corrective,1,Shock Absorber Wear,Medium,Shock Absorber,72.0
V1,2022-11-04,Autumn,27.3,14,243945,0,Corrective,1,Shock Absorber Wear,Medium,Shock Absorber,76.5
V1,2023-05-03,Spring,26.6,15,252045,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.9
V1,2023-10-26,Autumn,27.6,15,259965,0,Corrective,1,Spark Plug Failure,Low,Spark Plug,11.3
V1,2024-04-26,Spring,29.6,16,268200,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.7
V1,2024-10-09,Autumn,27.9,16,275670,0,Corrective,1,Fuel Injector Failure,Medium,Fuel Injector,50.6
V1,2025-03-28,Spring,29.2,17,283320,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.0
V1,2025-09-10,Autumn,26.3,17,290790,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.1
V1,2026-02-28,Winter,33.7,18,298485,0,Corrective,1,Clutch Wear,Low,Clutch Kit,181.8
V2,2019-06-21,Summer,43.2,0,6600,1,Skipped,0,None,None,None,0.0
V2,2019-12-17,Winter,22.8,0,13509,2,Skipped,0,None,None,None,0.0
V2,2020-06-13,Summer,40.3,1,20418,3,Skipped,0,None,None,None,0.0
V2,2020-12-30,Winter,29.5,1,28138,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.3
V2,2021-06-30,Summer,29.8,2,35163,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.8
V2,2022-01-11,Winter,22.1,3,42690,1,Skipped,0,None,None,None,0.0
V2,2022-07-08,Summer,32.4,3,49560,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.8
V2,2023-01-20,Winter,24.1,4,57125,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.1
V2,2023-08-06,Summer,48.4,4,64767,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.8
V2,2024-01-25,Winter,18.7,5,71406,1,Skipped,0,None,None,None,0.0
V2,2024-08-04,Summer,43.4,5,78817,2,Skipped,0,None,None,None,0.0
V2,2025-02-16,Winter,21.3,6,86382,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.6
V2,2025-08-01,Summer,39.6,6,92789,1,Skipped,0,None,None,None,0.0
V2,2026-01-22,Winter,16.0,7,99505,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.5
V2,2026-07-29,Summer,40.4,7,106761,1,Skipped,0,None,None,None,0.0
V3,2009-07-07,Summer,38.2,0,8695,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.8
V3,2010-01-03,Winter,24.7,1,17065,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.1
V3,2010-06-25,Summer,41.8,1,25109,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.7
V3,2010-12-22,Winter,24.4,1,33479,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.0
V3,2011-06-14,Summer,41.4,2,41570,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.6
V3,2011-11-27,Autumn,29.0,2,49289,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.6
V3,2012-05-26,Spring,34.8,3,57705,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.0
V3,2012-11-26,Autumn,32.5,3,66261,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.1
V3,2013-05-16,Spring,27.0,4,74212,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.5
V3,2013-10-29,Autumn,32.4,4,81931,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.7
V3,2014-05-12,Spring,31.8,5,90998,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.6
V3,2014-11-09,Autumn,39.6,5,99414,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.4
V3,2015-05-08,Spring,31.5,6,107784,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.8
V3,2015-11-05,Autumn,29.7,6,116200,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.3
V3,2016-05-20,Spring,23.3,7,125360,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.1
V3,2016-11-17,Autumn,36.1,7,133776,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.2
V3,2017-05-17,Spring,32.0,8,142192,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.2
V3,2017-11-19,Autumn,28.9,8,150841,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.5
V3,2018-05-20,Spring,29.7,9,159304,0,Emergency,1,Shock Absorber Wear,Medium,Shock Absorber,68.4
V3,2018-11-10,Autumn,30.2,9,167395,0,Emergency,1,Shock Absorber Wear,Medium,Shock Absorber,78.3
V3,2019-05-21,Spring,35.6,10,176323,0,Corrective,1,Oil Leak,Low,"Oil Seal,Gasket",57.7
V3,2019-11-08,Autumn,34.8,10,184274,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.1
V3,2020-04-30,Spring,30.5,11,192365,0,Corrective,1,Brake Pad Wear,Low,Brake Pads,42.1
V3,2020-10-28,Autumn,28.2,11,200781,0,Corrective,1,Tire Wear,Low,Tire,48.9
V3,2021-04-15,Spring,29.1,12,208639,0,Corrective,1,Brake Disc Warp,Medium,Brake Disc,46.7
V3,2021-10-12,Autumn,31.3,12,217009,0,Corrective,1,Tire Wear,Low,Tire,50.7
V3,2022-03-28,Spring,30.4,13,224774,0,Corrective,1,Tire Wear,Low,Tire,51.7
V3,2022-09-16,Autumn,22.0,13,232772,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.6
V3,2023-03-25,Spring,26.6,14,241607,0,Emergency,1,Battery Failure,Medium,Battery,45.3
V3,2023-09-11,Autumn,31.7,14,249512,0,Emergency,1,Starter Motor Failure,Medium,Starter Motor,97.0
V3,2024-03-03,Spring,34.2,15,257603,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.7
V3,2024-09-26,Autumn,32.0,15,267228,0,Corrective,1,Tire Wear,Low,Tire,49.9
V3,2025-04-11,Spring,30.9,16,276388,0,Emergency,1,Gearbox Failure,High,Gearbox,704.3
V3,2025-10-17,Autumn,28.2,16,285176,0,Emergency,1,AC Compressor Failure,Medium,AC Compressor,207.2
V3,2026-04-30,Spring,25.0,17,294243,0,Corrective,1,Transmission Fluid Leak,Medium,"Transmission Seal,Transmission Fluid",74.3
V4,2011-06-16,Summer,34.4,0,9163,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.7
V4,2011-12-08,Winter,19.8,0,18823,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.4
V4,2012-06-01,Summer,44.4,1,28538,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.4
V4,2012-11-23,Autumn,31.1,1,38198,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.1
V4,2013-06-04,Summer,37.1,2,48851,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.3
V4,2013-11-24,Autumn,38.7,2,58400,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.0
V4,2014-05-13,Spring,28.9,3,67784,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.8
V4,2014-10-28,Autumn,36.6,3,77057,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.4
V4,2015-05-19,Spring,28.0,4,88262,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.0
V4,2015-11-01,Autumn,36.6,4,97425,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.8
V4,2016-05-23,Spring,24.6,5,108685,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.4
V4,2016-11-15,Autumn,35.8,5,118400,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.7
V4,2017-04-30,Spring,25.6,6,127563,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.9
V4,2017-10-17,Autumn,31.0,6,136947,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.5
V4,2018-04-01,Spring,36.2,7,146110,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.9
V4,2018-09-28,Autumn,35.1,7,156046,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.5
V4,2019-03-24,Spring,26.2,8,165816,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.2
V4,2019-09-22,Autumn,35.9,8,175862,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.7
V4,2020-03-06,Spring,28.4,9,185025,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.4
V4,2020-09-05,Autumn,31.7,9,195126,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.9
V4,2021-02-18,Winter,28.2,10,204289,0,Corrective,1,Clutch Wear,Low,Clutch Kit,167.1
V4,2021-09-01,Autumn,27.3,10,215053,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.0
V4,2022-02-14,Winter,22.3,11,224216,0,Corrective,1,Shock Absorber Wear,Medium,Shock Absorber,73.0
V4,2022-08-07,Summer,45.6,11,233820,0,Emergency,1,Battery Failure,Medium,Battery,50.2
V4,2023-01-20,Winter,23.1,12,242983,0,Corrective,1,Oil Leak,Low,"Oil Seal,Gasket",49.4
V4,2023-07-19,Summer,41.2,12,252919,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.5
V4,2024-01-17,Winter,27.2,13,262965,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.4
V4,2024-07-08,Summer,50.1,13,272514,0,Corrective,1,Tire Wear,Low,Tire,45.8
V4,2024-12-21,Winter,21.3,13,281677,0,Emergency,1,Coolant Pump Failure,Medium,Coolant Pump,57.1
V4,2025-06-05,Summer,56.0,14,290840,0,Corrective,1,Oil Leak,Low,"Oil Seal,Gasket",50.4
V4,2025-12-21,Winter,25.3,14,301824,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.6
V4,2026-06-15,Summer,40.1,15,311539,0,Corrective,1,Refrigerant Leak,Medium,Refrigerant,24.2
V5,2011-06-28,Summer,44.5,0,6710,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.0
V5,2012-01-10,Winter,19.3,1,14099,1,Skipped,0,None,None,None,0.0
V5,2012-07-03,Summer,41.2,1,20696,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.9
V5,2012-12-28,Winter,23.1,1,27406,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.7
V5,2013-07-11,Summer,43.7,2,34757,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.4
V5,2014-01-03,Winter,25.5,3,41392,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.8
V5,2014-07-08,Summer,46.5,3,48404,1,Skipped,0,None,None,None,0.0
V5,2015-01-20,Winter,20.9,4,55793,2,Skipped,0,None,None,None,0.0
V5,2015-07-05,Summer,45.8,4,62051,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.9
V5,2015-12-25,Winter,24.4,4,68573,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.8
V5,2016-06-08,Summer,40.2,5,74831,1,Skipped,0,None,None,None,0.0
V5,2016-12-08,Winter,19.6,5,81730,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.1
V5,2017-06-16,Summer,38.1,6,88893,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.9
V5,2018-01-09,Winter,23.3,7,96696,1,Skipped,0,None,None,None,0.0
V5,2018-07-05,Summer,39.4,7,103368,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.7
V5,2019-01-10,Winter,21.2,8,110493,1,Skipped,0,None,None,None,0.0
V5,2019-06-26,Summer,45.4,8,116788,0,Corrective,1,Brake Pad Wear,Low,Brake Pads,45.2
V5,2020-01-11,Winter,23.0,9,124290,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.2
V5,2020-08-09,Summer,46.3,9,132244,0,Corrective,1,Oil Leak,Low,"Oil Seal,Gasket",63.4
V5,2021-01-23,Winter,18.3,10,138539,0,Corrective,1,Starter Motor Failure,Medium,Starter Motor,95.6
V5,2021-07-16,Summer,39.4,10,145098,0,Corrective,1,Brake Pad Wear,Low,Brake Pads,40.8
V5,2021-12-29,Winter,18.6,10,151356,0,Corrective,1,Radiator Leak,Medium,Radiator,90.5
V5,2022-06-13,Summer,47.3,11,157614,0,Emergency,1,Power Steering Failure,High,Power Steering Pump,133.4
V5,2022-12-29,Winter,30.6,11,165116,0,Corrective,1,Oil Leak,Low,"Oil Seal,Gasket",55.1
V5,2023-06-16,Summer,39.9,12,171487,0,Emergency,1,Fuel Injector Failure,Medium,Fuel Injector,49.5
V5,2023-12-10,Winter,19.8,12,178159,0,Corrective,1,Clutch Wear,Low,Clutch Kit,176.8
V5,2024-06-24,Summer,42.2,13,185585,0,Emergency,1,Radiator Leak,Medium,Radiator,93.9
V5,2024-12-21,Winter,22.3,13,192371,0,Emergency,1,Alternator Failure,Medium,Alternator,94.2
V5,2025-06-13,Summer,39.8,14,198930,0,Corrective,1,Wheel Bearing Failure,Medium,Wheel Bearing,53.2
V5,2025-11-26,Autumn,33.3,14,205188,0,Corrective,1,Oil Leak,Low,"Oil Seal,Gasket",54.3
V5,2026-05-11,Spring,36.0,15,211446,0,Corrective,1,Clutch Wear,Low,Clutch Kit,192.3
V6,2011-06-18,Summer,40.0,0,6333,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.4
V6,2011-12-19,Winter,14.4,0,13269,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.0
V6,2012-06-02,Summer,36.4,1,19527,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.7
V6,2012-12-16,Winter,20.7,1,26953,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.3
V6,2013-05-31,Spring,36.3,2,33211,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.2
V6,2013-12-08,Winter,25.5,2,40411,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.2
V6,2014-05-23,Spring,28.8,3,46669,1,Skipped,0,None,None,None,0.0
V6,2014-12-08,Winter,21.7,3,54171,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.0
V6,2015-06-14,Summer,34.9,4,61258,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.7
V6,2015-12-09,Winter,24.3,4,67968,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.5
V6,2016-05-23,Spring,33.8,5,74226,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.1
V6,2016-11-12,Autumn,32.8,5,80748,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.8
V6,2017-05-15,Spring,25.0,6,87684,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.4
V6,2017-11-01,Autumn,33.7,6,94093,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.2
V6,2018-04-16,Spring,27.0,7,100351,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.1
V6,2018-10-15,Autumn,18.2,7,107212,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.4
V6,2019-04-07,Spring,35.3,8,113771,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.8
V6,2019-10-07,Autumn,33.1,8,120670,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.7
V6,2020-04-02,Spring,26.6,9,127380,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.2
V6,2020-09-19,Autumn,29.9,9,133789,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.1
V6,2021-03-21,Spring,29.6,10,140688,0,Corrective,1,Coolant Pump Failure,Medium,Coolant Pump,59.9
V6,2021-09-25,Autumn,30.4,10,147775,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.9
V6,2022-03-14,Spring,31.1,11,154184,0,Corrective,1,Brake Pad Wear,Low,Brake Pads,39.5
V6,2022-09-19,Autumn,29.2,11,161309,0,Corrective,1,Shock Absorber Wear,Medium,Shock Absorber,69.5
V6,2023-03-13,Spring,29.9,12,167906,0,Corrective,1,Brake Pad Wear,Low,Brake Pads,43.8
V6,2023-09-29,Autumn,33.2,12,175446,0,Corrective,1,Fuel Injector Failure,Medium,Fuel Injector,53.1
V6,2024-03-25,Spring,32.6,13,182156,0,Emergency,1,Transmission Fluid Leak,Medium,"Transmission Seal,Transmission Fluid",66.8
V6,2024-10-04,Autumn,28.1,13,189432,0,Corrective,1,Spark Plug Failure,Low,Spark Plug,13.4
V6,2025-03-19,Spring,33.3,14,195690,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.1
V6,2025-09-24,Autumn,35.3,14,202815,0,Emergency,1,Tire Blowout,High,Tire,54.4
V6,2026-04-11,Spring,29.5,15,210317,0,Emergency,1,Shock Absorber Wear,Medium,Shock Absorber,78.7
V7,2020-06-19,Summer,43.7,0,9486,1,Skipped,0,None,None,None,0.0
V7,2020-12-14,Winter,15.2,0,19418,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.7
V7,2021-06-10,Summer,41.6,1,29350,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.6
V7,2021-11-25,Autumn,31.9,1,38724,1,Skipped,0,None,None,None,0.0
V7,2022-05-13,Spring,31.6,2,48154,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.9
V7,2022-11-14,Autumn,32.4,2,58477,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.9
V7,2023-05-09,Spring,22.8,3,68297,1,Skipped,0,None,None,None,0.0
V7,2023-10-22,Autumn,31.2,3,77559,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.2
V7,2024-04-05,Spring,31.0,4,86821,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.4
V7,2024-10-11,Autumn,30.4,4,97367,1,Skipped,0,None,None,None,0.0
V7,2025-04-23,Spring,23.3,5,108192,2,Skipped,0,None,None,None,0.0
V7,2025-10-29,Autumn,30.6,5,118738,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.9
V7,2026-05-05,Spring,27.0,6,129228,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.6
V8,2012-07-10,Summer,43.6,0,9110,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.2
V8,2012-12-26,Winter,23.4,0,17171,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.0
V8,2013-06-13,Summer,43.5,1,25232,1,Skipped,0,None,None,None,0.0
V8,2013-12-18,Winter,26.4,1,34199,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.4
V8,2014-06-17,Summer,45.7,2,42832,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.4
V8,2014-12-17,Winter,20.6,2,51561,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.3
V8,2015-06-15,Summer,48.2,3,60147,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.7
V8,2015-12-19,Winter,23.0,3,69066,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.1
V8,2016-06-26,Summer,45.1,4,78129,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.6
V8,2017-01-02,Winter,22.7,5,87192,1,Skipped,0,None,None,None,0.0
V8,2017-07-05,Summer,47.9,5,95968,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.8
V8,2018-01-03,Winter,26.4,6,104649,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.9
V8,2018-06-25,Summer,38.3,6,112901,1,Skipped,0,None,None,None,0.0
V8,2018-12-11,Winter,26.4,6,120962,0,Preventive,0,None,None,"Oil Filter,Engine Oil",30.0
V8,2019-06-02,Summer,43.1,7,129214,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.1
V8,2019-12-17,Winter,24.8,7,138658,1,Skipped,0,None,None,None,0.0
V8,2020-06-24,Summer,46.6,8,147721,0,Corrective,1,Oil Leak,Low,"Oil Seal,Gasket",63.0
V8,2020-12-22,Winter,19.6,8,156354,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.0
V8,2021-06-07,Summer,37.1,9,164319,0,Corrective,1,Brake Pad Wear,Low,Brake Pads,42.4
V8,2021-11-28,Autumn,30.0,9,172618,0,Corrective,1,Battery Failure,Medium,Battery,49.8
V8,2022-06-16,Summer,39.1,10,182158,0,Corrective,1,Oil Leak,Low,"Oil Seal,Gasket",63.3
V8,2022-12-03,Winter,27.8,10,190267,0,Corrective,1,Transmission Fluid Leak,Medium,"Transmission Seal,Transmission Fluid",74.5
V8,2023-06-12,Summer,38.3,11,199377,0,Emergency,1,Shock Absorber Wear,Medium,Shock Absorber,70.0
V8,2023-12-04,Winter,14.8,11,207724,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.2
V8,2024-06-18,Summer,40.4,12,217120,0,Emergency,1,Radiator Leak,Medium,Radiator,92.5
V8,2024-12-01,Winter,17.5,12,225038,0,Corrective,1,Tire Wear,Low,Tire,45.6
V8,2025-05-22,Spring,25.8,13,233242,1,Skipped,0,None,None,None,0.0
V8,2025-11-04,Autumn,26.4,13,241160,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.4
V8,2026-04-28,Spring,34.8,14,249507,0,Corrective,1,Radiator Leak,Medium,Radiator,102.9
V9,2009-07-22,Summer,47.2,0,7130,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.2
V9,2010-01-10,Winter,17.8,1,13201,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.9
V9,2010-06-25,Summer,40.2,1,19060,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.8
V9,2010-12-13,Winter,19.8,1,25096,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.3
V9,2011-06-24,Summer,44.9,2,31908,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.3
V9,2011-12-27,Winter,28.8,2,38473,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.5
V9,2012-06-28,Summer,37.5,3,44968,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.7
V9,2013-01-01,Winter,14.9,4,51569,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.8
V9,2013-07-16,Summer,33.1,4,58487,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.3
V9,2014-01-12,Winter,21.3,5,64840,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.1
V9,2014-07-29,Summer,46.6,5,71829,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.9
V9,2015-01-11,Winter,14.2,6,77688,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.7
V9,2015-07-25,Summer,42.8,6,84571,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.2
V9,2016-01-25,Winter,29.4,7,91066,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.9
V9,2016-07-25,Summer,38.3,7,97490,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.6
V9,2017-01-17,Winter,26.0,8,103702,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.2
V9,2017-07-23,Summer,47.1,8,110303,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.6
V9,2018-01-22,Winter,19.9,9,116762,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.7
V9,2018-07-14,Summer,41.4,9,122868,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.6
V9,2019-01-04,Winter,25.1,10,129010,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.4
V9,2019-06-29,Summer,45.8,10,135222,0,Corrective,1,Wheel Alignment Issue,Low,Alignment Service,17.5
V9,2019-12-12,Winter,29.4,10,141081,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.5
V9,2020-06-08,Summer,45.9,11,147399,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.0
V9,2020-12-08,Winter,23.6,11,153858,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.9
V9,2021-06-21,Summer,40.6,12,160741,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.2
V9,2021-12-11,Winter,19.4,12,166847,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.8
V9,2022-05-26,Spring,35.1,13,172706,1,Skipped,0,None,None,None,0.0
V9,2022-11-26,Autumn,29.6,13,179201,0,Corrective,1,Tire Wear,Low,Tire,53.7
V9,2023-05-11,Spring,29.1,14,185060,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.5
V9,2023-11-25,Autumn,31.7,14,192049,0,Emergency,1,Brake Fluid Leak,High,"Brake Hose,Brake Fluid",27.9
V9,2024-05-30,Spring,34.9,15,198650,0,Corrective,1,Starter Motor Failure,Medium,Starter Motor,84.0
V9,2024-11-21,Autumn,34.5,15,204827,0,Corrective,1,Clutch Wear,Low,Clutch Kit,167.8
